uid,domainID,siteID,namedLocation,collectDate,analyte,analyteConcentration,analyteUnits,sampleCondition,date,sensor_position,median_fDOM,sd_fDOM,se_fDOM
ba19a952-8404-4c55-bd36-b1f870d19e5b,D04,CUPE,CUPE.AOS.S2,2019-01-15T11:38:00Z,DOC,0.8064,milligramsPerLiter,GOOD,2019-01-15,102.1,8.79,0.7174803463802182,5.045572056119678e-4
87f249e2-b9e8-4abf-96a2-5a3c0f7240c2,D04,CUPE,CUPE.AOS.S2,2019-02-12T11:25:00Z,DOC,1.442,milligramsPerLiter,GOOD,2019-02-12,102.1,8.82,0.7000851602993021,4.861702502078487e-4
828ca508-6ddb-4be7-819b-aea992455801,D04,CUPE,CUPE.AOS.S2,2019-03-04T11:25:00Z,DOC,0.6173,milligramsPerLiter,GOOD,2019-03-04,102.1,8.56,0.2538178725421453,1.7626241148760088e-4
4bcd1aed-bf83-4a39-873e-c2967869baec,D04,CUPE,CUPE.AOS.S2,2019-03-12T11:31:00Z,DOC,0.9943,milligramsPerLiter,GOOD,2019-03-12,102.1,9.79,0.7444046142297176,5.231234112647347e-4
4193f780-e8d9-4f88-9151-a75a54105cfe,D04,CUPE,CUPE.AOS.S2,2019-04-09T11:48:00Z,DOC,0.9311,milligramsPerLiter,GOOD,2019-04-09,102.1,9.73,0.6262282011401085,5.244792304356017e-4
9f30a438-0c2a-4726-ad02-d78104a1673e,D04,CUPE,CUPE.AOS.S2,2019-04-29T11:21:00Z,DOC,1.19,milligramsPerLiter,GOOD,2019-04-29,102.1,15.17,0.6137137882692363,5.548949261023836e-4
042f9fc7-1e5a-4306-a290-a76ccf325ed9,D04,CUPE,CUPE.AOS.S2,2019-04-29T11:21:00Z,DOC,1.141,milligramsPerLiter,GOOD,2019-04-29,102.1,15.17,0.6137137882692363,5.548949261023836e-4
9b517c69-f320-494f-a6de-1e2ffe7f1a46,D04,CUPE,CUPE.AOS.S2,2019-04-29T11:21:00Z,DOC,1.217,milligramsPerLiter,GOOD,2019-04-29,102.1,15.17,0.6137137882692363,5.548949261023836e-4
681309d5-e396-48c5-833c-f5c392aa1728,D04,CUPE,CUPE.AOS.S2,2019-05-07T11:20:00Z,DOC,1.186,milligramsPerLiter,GOOD,2019-05-07,102.1,11.42,0.23899720511702943,0.0025157600538634676
24842330-feee-49c1-8a37-a6d3f0139a03,D04,CUPE,CUPE.AOS.S2,2019-05-23T11:08:00Z,DOC,1.028,milligramsPerLiter,GOOD,2019-05-23,102.1,10.22,0.7861984011974485,5.969615802562251e-4
693b1130-fac6-4c93-bcec-e017e000fd60,D04,CUPE,CUPE.AOS.S2,2019-06-04T11:43:00Z,DOC,0.9391,milligramsPerLiter,GOOD,2019-06-04,102.1,10.26,0.3958962344868757,6.653718226670181e-4
0f373f10-5c0a-4b87-bf98-a224ad20dedb,D04,CUPE,CUPE.AOS.S2,2019-06-24T11:27:00Z,DOC,0.6717,milligramsPerLiter,GOOD,2019-06-24,102.1,9.94,0.4026386806614403,2.9891513040938405e-4
7af14212-69c0-476a-9f12-7e50fab2c943,D04,CUPE,CUPE.AOS.S2,2019-06-24T11:27:00Z,DOC,NA,milligramsPerLiter,Other,2019-06-24,102.1,9.94,0.4026386806614403,2.9891513040938405e-4
ce92bb06-3ddc-4ce3-92f2-75c485a29651,D04,CUPE,CUPE.AOS.S2,2019-06-24T11:27:00Z,DOC,0.5959,milligramsPerLiter,GOOD,2019-06-24,102.1,9.94,0.4026386806614403,2.9891513040938405e-4
bdd8f877-7db4-4d91-b62d-14fa56954fce,D04,CUPE,CUPE.AOS.S2,2019-07-09T11:45:00Z,DOC,0.961,milligramsPerLiter,GOOD,2019-07-09,102.1,14.53,0.6473144703022977,5.795116117298995e-4
46129021-d424-4d94-af9e-3e7acf12300f,D04,CUPE,CUPE.AOS.S2,2019-07-18T11:46:00Z,DOC,1.294,milligramsPerLiter,GOOD,2019-07-18,102.1,16.07,0.7105125622288185,4.958217461471169e-4
35c74ac0-53eb-4014-b4c6-a3c3bb98063d,D04,CUPE,CUPE.AOS.S2,2019-08-06T10:39:00Z,DOC,1.089,milligramsPerLiter,OK,2019-08-06,102.1,13.28,0.5080045031816058,3.9288824685352345e-4
52631064-d18b-46c3-89fc-b246b2ab4704,D04,CUPE,CUPE.AOS.S2,2019-08-12T11:29:00Z,DOC,1.106,milligramsPerLiter,OK,2019-08-12,102.1,13.07,0.6524140303900117,4.690251836017338e-4
d1f802d2-45b1-491c-9b91-f2d8167d7803,D04,CUPE,CUPE.AOS.S2,2019-08-27T13:47:00Z,DOC,0.6681,milligramsPerLiter,OK,2019-08-27,102.1,13.22,0.4619473698020415,6.884461546975283e-4
986e4d7b-61e4-4513-b58d-5c361ad76190,D04,CUPE,CUPE.AOS.S2,2019-09-03T11:23:00Z,DOC,1.464,milligramsPerLiter,OK,2019-09-03,NA,NA,NA,NA
238624a6-9f31-4662-89ba-f302388d7da5,D04,CUPE,CUPE.AOS.S2,2019-09-12T11:50:00Z,DOC,1.806,milligramsPerLiter,OK,2019-09-12,102.1,23.97,1.009104461664946,7.012539691903725e-4
5d50b00f-d174-4b62-81c9-a3f15eae2992,D04,CUPE,CUPE.AOS.S2,2019-09-23T12:41:00Z,DOC,1.45,milligramsPerLiter,OK,2019-09-23,102.1,21.77,0.9023188257912751,6.266102956883854e-4
e0583c96-2643-480e-9610-2c1cb448b28f,D04,CUPE,CUPE.AOS.S2,2019-09-23T12:41:00Z,DOC,1.441,milligramsPerLiter,OK,2019-09-23,102.1,21.77,0.9023188257912751,6.266102956883854e-4
