domanID,siteID,namedLocation,domainName,flightbxID,aop_site_id,sitetype,YearSiteVisit,FlightDate,year,flightdate
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2019_TOOL_3,2019072217,2019,2019-07-22
D18,TOOK,TOOK.AOS.buoy.c1,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c1,2019_TOOL_3,2019070717,2019,2019-07-07
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2017_TOOL_1,2017071418,2017,2017-07-14
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2017_TOOL_1,2017072820,2017,2017-07-28
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2017_TOOL_1,2017071318,2017,2017-07-13
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2017_TOOL_1,2017071818,2017,2017-07-18
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2018_TOOL_2,2018070717,2018,2018-07-07
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2018_TOOL_2,2018072118,2018,2018-07-21
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2018_TOOL_2,2018072017,2018,2018-07-20
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2018_TOOL_2,2018072418,2018,2018-07-24
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2018_TOOL_2,2018072317,2018,2018-07-23
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2019_TOOL_3,2019072318,2019,2019-07-23
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2019_TOOL_3,2019070918,2019,2019-07-09
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2019_TOOL_3,2019071117,2019,2019-07-11
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2019_TOOL_3,2019072217,2019,2019-07-22
D18,TOOK,TOOK.AOS.buoy.c2,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c2,2019_TOOL_3,2019070717,2019,2019-07-07
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2017_TOOL_1,2017071418,2017,2017-07-14
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2017_TOOL_1,2017072820,2017,2017-07-28
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2017_TOOL_1,2017071318,2017,2017-07-13
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2017_TOOL_1,2017071818,2017,2017-07-18
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2018_TOOL_2,2018070717,2018,2018-07-07
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2018_TOOL_2,2018072118,2018,2018-07-21
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2018_TOOL_2,2018072017,2018,2018-07-20
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2018_TOOL_2,2018072418,2018,2018-07-24
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2018_TOOL_2,2018072317,2018,2018-07-23
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2019_TOOL_3,2019072318,2019,2019-07-23
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2019_TOOL_3,2019070918,2019,2019-07-09
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2019_TOOL_3,2019071117,2019,2019-07-11
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2019_TOOL_3,2019072217,2019,2019-07-22
D18,TOOK,TOOK.AOS.outlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,outlet,2019_TOOL_3,2019070717,2019,2019-07-07
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2017_TOOL_1,2017071418,2017,2017-07-14
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2017_TOOL_1,2017072820,2017,2017-07-28
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2017_TOOL_1,2017071318,2017,2017-07-13
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2017_TOOL_1,2017071818,2017,2017-07-18
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2018_TOOL_2,2018070717,2018,2018-07-07
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2018_TOOL_2,2018072118,2018,2018-07-21
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2018_TOOL_2,2018072017,2018,2018-07-20
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2018_TOOL_2,2018072418,2018,2018-07-24
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2018_TOOL_2,2018072317,2018,2018-07-23
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2019_TOOL_3,2019072318,2019,2019-07-23
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2019_TOOL_3,2019070918,2019,2019-07-09
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2019_TOOL_3,2019071117,2019,2019-07-11
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2019_TOOL_3,2019072217,2019,2019-07-22
D18,TOOK,TOOK.AOS.inlet,Tundra,D18_TOOL_C1_P1_v1,TOOL,inlet,2019_TOOL_3,2019070717,2019,2019-07-07
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2017_TOOL_1,2017071418,2017,2017-07-14
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2017_TOOL_1,2017072820,2017,2017-07-28
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2017_TOOL_1,2017071318,2017,2017-07-13
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2017_TOOL_1,2017071818,2017,2017-07-18
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2018_TOOL_2,2018070717,2018,2018-07-07
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2018_TOOL_2,2018072118,2018,2018-07-21
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2018_TOOL_2,2018072017,2018,2018-07-20
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2018_TOOL_2,2018072418,2018,2018-07-24
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2018_TOOL_2,2018072317,2018,2018-07-23
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2019_TOOL_3,2019072318,2019,2019-07-23
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2019_TOOL_3,2019070918,2019,2019-07-09
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2019_TOOL_3,2019071117,2019,2019-07-11
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2019_TOOL_3,2019072217,2019,2019-07-22
D18,TOOK,TOOK.AOS.buoy.c0,Tundra,D18_TOOL_C1_P1_v1,TOOL,buoy.c0,2019_TOOL_3,2019070717,2019,2019-07-07
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2017_TOOL_1,2017071418,2017,2017-07-14
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2017_TOOL_1,2017072820,2017,2017-07-28
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2017_TOOL_1,2017071318,2017,2017-07-13
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2017_TOOL_1,2017071818,2017,2017-07-18
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2018_TOOL_2,2018070717,2018,2018-07-07
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2018_TOOL_2,2018072118,2018,2018-07-21
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2018_TOOL_2,2018072017,2018,2018-07-20
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2018_TOOL_2,2018072418,2018,2018-07-24
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2018_TOOL_2,2018072317,2018,2018-07-23
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2019_TOOL_3,2019072318,2019,2019-07-23
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2019_TOOL_3,2019070918,2019,2019-07-09
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2019_TOOL_3,2019071117,2019,2019-07-11
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2019_TOOL_3,2019072217,2019,2019-07-22
D18,TOOK,TOOK.AOS.reach,Tundra,D18_TOOL_C1_P1_v1,TOOL,reach,2019_TOOL_3,2019070717,2019,2019-07-07
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2017_BONA_1,2017073118,2017,2017-07-31
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2017_BONA_1,2017080518,2017,2017-08-05
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2017_BONA_1,2017080618,2017,2017-08-06
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2018_BONA_2,2018080920,2018,2018-08-09
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2018_BONA_2,2018062421,2018,2018-06-24
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2018_BONA_2,2018081118,2018,2018-08-11
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2018_BONA_2,2018062418,2018,2018-06-24
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2019_BONA_3,2019073118,2019,2019-07-31
D19,CARI,CARI.AOS.S2,Taiga,D19_BONA_C1_P1_v1,BONA,S2,2019_BONA_3,2019081118,2019,2019-08-11
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2017_BONA_1,2017073118,2017,2017-07-31
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2017_BONA_1,2017080518,2017,2017-08-05
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2017_BONA_1,2017080618,2017,2017-08-06
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2018_BONA_2,2018080920,2018,2018-08-09
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2018_BONA_2,2018062421,2018,2018-06-24
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2018_BONA_2,2018081118,2018,2018-08-11
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2018_BONA_2,2018062418,2018,2018-06-24
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2019_BONA_3,2019073118,2019,2019-07-31
D19,CARI,CARI.AOS.reach,Taiga,D19_BONA_C1_P1_v1,BONA,reach,2019_BONA_3,2019081118,2019,2019-08-11
